dyadep_id,dyadepisode,type_of_conflict2,dyadcount,dyadterm,ependdate,ependprec,outcome,cfiredate,peagdate,recur,version,conflict_id,dyad_id,year,location,side_a,side_a_id,side_a_2nd,side_b,side_b_id,side_b_2nd,incompatibility,territory_name,intensity_level,type_of_conflict,start_date,start_prec,start_date2,start_prec2,gwno_loc,region
40602,2,3,1,0,,,,,,1,3,205,406,1966,Iran,Government of Iran,114,,KDPI,164,,1,Kurdistan,1,3,5/31/46,3,12/31/66,5,630,2
40602,2,3,1,0,,,,,,0,3,205,406,1967,Iran,Government of Iran,114,,KDPI,164,,1,Kurdistan,1,3,5/31/46,3,12/31/66,5,630,2
40602,2,3,1,1,12/31/68,5,5,,,0,3,205,406,1968,Iran,Government of Iran,114,,KDPI,164,,1,Kurdistan,1,3,5/31/46,3,12/31/66,5,630,2
40603,3,3,1,0,,,,,,1,3,205,406,1979,Iran,Government of Iran,114,,KDPI,164,,1,Kurdistan,2,3,5/31/46,3,12/31/79,5,630,2
40603,3,3,1,0,,,,,,0,3,205,406,1980,Iran,Government of Iran,114,,KDPI,164,,1,Kurdistan,2,3,5/31/46,3,12/31/79,5,630,2
40603,3,3,1,0,,,,,,0,3,205,406,1981,Iran,Government of Iran,114,,KDPI,164,,1,Kurdistan,1,3,5/31/46,3,12/31/79,5,630,2
40603,3,3,1,0,,,,,,0,3,205,406,1982,Iran,Government of Iran,114,,KDPI,164,,1,Kurdistan,2,3,5/31/46,3,12/31/79,5,630,2
40603,3,3,1,0,,,,,,0,3,205,406,1983,Iran,Government of Iran,114,,KDPI,164,,1,Kurdistan,1,3,5/31/46,3,12/31/79,5,630,2
40603,3,3,1,0,,,,,,0,3,205,406,1984,Iran,Government of Iran,114,,KDPI,164,,1,Kurdistan,1,3,5/31/46,3,12/31/79,5,630,2
40603,3,3,1,0,,,,,,0,3,205,406,1985,Iran,Government of Iran,114,,KDPI,164,,1,Kurdistan,1,3,5/31/46,3,12/31/79,5,630,2
40603,3,3,1,0,,,,,,0,3,205,406,1986,Iran,Government of Iran,114,,KDPI,164,,1,Kurdistan,1,3,5/31/46,3,12/31/79,5,630,2
40603,3,3,1,0,,,,,,0,3,205,406,1987,Iran,Government of Iran,114,,KDPI,164,,1,Kurdistan,1,3,5/31/46,3,12/31/79,5,630,2
40603,3,3,1,1,12/31/88,5,5,,,0,3,205,406,1988,Iran,Government of Iran,114,,KDPI,164,,1,Kurdistan,1,3,5/31/46,3,12/31/79,5,630,2
40604,4,3,1,1,8/17/90,2,5,,,1,3,205,406,1990,Iran,Government of Iran,114,,KDPI,164,,1,Kurdistan,1,3,5/31/46,3,7/10/90,2,630,2
40605,5,3,1,1,11/11/93,2,5,,,1,3,205,406,1993,Iran,Government of Iran,114,,KDPI,164,,1,Kurdistan,1,3,5/31/46,3,9/12/93,2,630,2
40606,6,3,1,1,7/28/96,2,5,,,1,3,205,406,1996,Iran,Government of Iran,114,,KDPI,164,,1,Kurdistan,1,3,5/31/46,3,7/28/96,2,630,2
40607,7,3,1,1,12/20/16,2,5,,,1,3,205,406,2016,Iran,Government of Iran,114,,KDPI,164,,1,Kurdistan,1,3,5/31/46,3,12/20/16,1,630,2
40608,8,3,1,1,10/12/18,2,5,,,1,3,205,406,2018,Iran,Government of Iran,114,,KDPI,164,,1,Kurdistan,1,3,5/31/46,3,8/11/18,1,630,2
40701,1,3,1,1,12/16/46,1,3,,,0,3,206,407,1946,Iran,Government of Iran,114,,Republic of Azerbaijan,165,Government of Russia (Soviet Union),1,Azerbaijan,1,4,11/19/45,1,12/16/46,1,630,2
40801,1,1,1,1,12/31/46,5,5,,,0,3,207,408,1946,Israel,Government of United Kingdom,28,,IZL [Etzel],166,,1,Israel,1,1,3/31/39,4,12/31/46,5,666,2
40901,1,1,1,0,,,,,,0,3,208,409,1946,Laos,Government of France,33,,Lao Issara,167,,1,Laos,1,1,3/31/46,4,3/31/46,4,812,3
40901,1,1,1,0,,,,,,0,3,208,409,1947,Laos,Government of France,33,,Lao Issara,167,,1,Laos,1,1,3/31/46,4,3/31/46,4,812,3
40901,1,1,1,0,,,,,,0,3,208,409,1948,Laos,Government of France,33,,Lao Issara,167,,1,Laos,1,1,3/31/46,4,3/31/46,4,812,3
40901,1,1,1,0,,,,,,0,3,208,409,1949,Laos,Government of France,33,,Lao Issara,167,,1,Laos,1,1,3/31/46,4,3/31/46,4,812,3
40901,1,1,1,0,,,,,,0,3,208,409,1950,Laos,Government of France,33,,Lao Issara,167,,1,Laos,1,1,3/31/46,4,3/31/46,4,812,3
40901,1,1,1,0,,,,,,0,3,208,409,1951,Laos,Government of France,33,,Lao Issara,167,,1,Laos,1,1,3/31/46,4,3/31/46,4,812,3
40901,1,1,1,0,,,,,,0,3,208,409,1952,Laos,Government of France,33,,Lao Issara,167,,1,Laos,1,1,3/31/46,4,3/31/46,4,812,3
40901,1,1,1,1,12/31/53,5,4,,7/20/54,0,3,208,409,1953,Laos,Government of France,33,,Lao Issara,167,,1,Laos,1,1,3/31/46,4,3/31/46,4,812,3
41001,1,3,1,0,,,,,,0,3,209,410,1946,Philippines,Government of Philippines,154,,Huk,168,,2,,2,3,7/31/46,4,7/31/46,4,840,3
41001,1,3,1,0,,,,,,0,3,209,410,1947,Philippines,Government of Philippines,154,,Huk,168,,2,,2,3,7/31/46,4,7/31/46,4,840,3
41001,1,3,1,0,,,,,,0,3,209,410,1948,Philippines,Government of Philippines,154,,Huk,168,,2,,2,3,7/31/46,4,7/31/46,4,840,3
41001,1,3,1,0,,,,,,0,3,209,410,1949,Philippines,Government of Philippines,154,,Huk,168,,2,,2,3,7/31/46,4,7/31/46,4,840,3
41001,1,3,1,0,,,,,,0,3,209,410,1950,Philippines,Government of Philippines,154,,Huk,168,,2,,2,3,7/31/46,4,7/31/46,4,840,3
41001,1,3,1,0,,,,,,0,3,209,410,1951,Philippines,Government of Philippines,154,,Huk,168,,2,,2,3,7/31/46,4,7/31/46,4,840,3
41001,1,3,1,0,,,,,,0,3,209,410,1952,Philippines,Government of Philippines,154,,Huk,168,,2,,2,3,7/31/46,4,7/31/46,4,840,3
41001,1,3,1,0,,,,,,0,3,209,410,1953,Philippines,Government of Philippines,154,,Huk,168,,2,,2,3,7/31/46,4,7/31/46,4,840,3
41001,1,3,1,1,12/31/54,5,3,,,0,3,209,410,1954,Philippines,Government of Philippines,154,,Huk,168,,2,,2,3,7/31/46,4,7/31/46,4,840,3
41101,1,3,1,0,,,,,,0,3,209,411,1969,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,9/30/69,4,840,3
41101,1,3,1,0,,,,,,0,3,209,411,1970,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,9/30/69,4,840,3
41101,1,3,1,0,,,,,,0,3,209,411,1971,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,9/30/69,4,840,3
41101,1,3,1,0,,,,,,0,3,209,411,1972,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,9/30/69,4,840,3
41101,1,3,1,0,,,,,,0,3,209,411,1973,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,9/30/69,4,840,3
41101,1,3,1,0,,,,,,0,3,209,411,1974,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,9/30/69,4,840,3
41101,1,3,1,0,,,,,,0,3,209,411,1975,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,9/30/69,4,840,3
41101,1,3,1,0,,,,,,0,3,209,411,1976,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,9/30/69,4,840,3
41101,1,3,1,0,,,,,,0,3,209,411,1977,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,9/30/69,4,840,3
41101,1,3,1,0,,,,,,0,3,209,411,1978,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,9/30/69,4,840,3
41101,1,3,1,0,,,,,,0,3,209,411,1979,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,9/30/69,4,840,3
41101,1,3,1,0,,,,,,0,3,209,411,1980,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,9/30/69,4,840,3
41101,1,3,1,0,,,,,,0,3,209,411,1981,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,9/30/69,4,840,3
41101,1,3,1,0,,,,,,0,3,209,411,1982,Philippines,Government of Philippines,154,,CPP,169,,2,,2,3,9/30/69,4,9/30/69,4,840,3
41101,1,3,1,0,,,,,,0,3,209,411,1983,Philippines,Government of Philippines,154,,CPP,169,,2,,2,3,9/30/69,4,9/30/69,4,840,3
41101,1,3,1,0,,,,,,0,3,209,411,1984,Philippines,Government of Philippines,154,,CPP,169,,2,,2,3,9/30/69,4,9/30/69,4,840,3
41101,1,3,1,0,,,,,,0,3,209,411,1985,Philippines,Government of Philippines,154,,CPP,169,,2,,2,3,9/30/69,4,9/30/69,4,840,3
41101,1,3,1,0,,,,,,0,3,209,411,1986,Philippines,Government of Philippines,154,,CPP,169,,2,,2,3,9/30/69,4,9/30/69,4,840,3
41101,1,3,2,0,,,,,,0,3,209,411,1987,Philippines,Government of Philippines,154,,CPP,169,,2,,2,3,9/30/69,4,9/30/69,4,840,3
41101,1,3,1,0,,,,,,0,3,209,411,1988,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,9/30/69,4,840,3
41101,1,3,2,0,,,,,,0,3,209,411,1989,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,9/30/69,4,840,3
41101,1,3,2,0,,,,,,0,3,209,411,1990,Philippines,Government of Philippines,154,,CPP,169,,2,,2,3,9/30/69,4,9/30/69,4,840,3
41101,1,3,1,0,,,,,,0,3,209,411,1991,Philippines,Government of Philippines,154,,CPP,169,,2,,2,3,9/30/69,4,9/30/69,4,840,3
41101,1,3,1,0,,,,,,0,3,209,411,1992,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,9/30/69,4,840,3
41101,1,3,1,0,,,,,,0,3,209,411,1993,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,9/30/69,4,840,3
41101,1,3,1,0,,,,,,0,3,209,411,1994,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,9/30/69,4,840,3
41101,1,3,1,1,11/29/95,1,2,12/13/95,,0,3,209,411,1995,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,9/30/69,4,840,3
41102,2,3,1,1,12/30/97,3,2,12/22/97,,1,3,209,411,1997,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,11/23/97,1,840,3
41103,3,3,1,0,,,,,,1,3,209,411,1999,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,6/6/99,1,840,3
41103,3,3,1,0,,,,,,0,3,209,411,2000,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,6/6/99,1,840,3
41103,3,3,1,0,,,,,,0,3,209,411,2001,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,6/6/99,1,840,3
41103,3,3,1,0,,,,,,0,3,209,411,2002,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,6/6/99,1,840,3
41103,3,3,1,0,,,,,,0,3,209,411,2003,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,6/6/99,1,840,3
41103,3,3,1,0,,,,,,0,3,209,411,2004,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,6/6/99,1,840,3
41103,3,3,1,0,,,,,,0,3,209,411,2005,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,6/6/99,1,840,3
41103,3,3,1,0,,,,,,0,3,209,411,2006,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,6/6/99,1,840,3
41103,3,3,1,0,,,,,,0,3,209,411,2007,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,6/6/99,1,840,3
41103,3,3,1,0,,,,,,0,3,209,411,2008,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,6/6/99,1,840,3
41103,3,3,1,0,,,,,,0,3,209,411,2009,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,6/6/99,1,840,3
41103,3,3,1,0,,,,,,0,3,209,411,2010,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,6/6/99,1,840,3
41103,3,3,1,0,,,,,,0,3,209,411,2011,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,6/6/99,1,840,3
41103,3,3,1,0,,,,,,0,3,209,411,2012,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,6/6/99,1,840,3
41103,3,3,1,0,,,,,,0,3,209,411,2013,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,6/6/99,1,840,3
41103,3,3,1,0,.,,,.,.,0,3,209,411,2014,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,6/6/99,1,840,3
41103,3,3,1,0,,,,,,0,3,209,411,2015,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,6/6/99,1,840,3
41103,3,3,1,0,,,,,,0,3,209,411,2016,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,6/6/99,1,840,3
41103,3,3,1,0,,,,,,0,3,209,411,2017,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,6/6/99,1,840,3
41103,3,3,1,0,,,,,,0,3,209,411,2018,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,6/6/99,1,840,3
41103,3,3,1,0,,,,,,0,3,209,411,2019,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,6/6/99,1,840,3
41103,3,3,1,,,,,,,0,3,209,411,2020,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,9/30/69,4,6/6/99,1,840,3
41201,1,3,2,1,12/31/87,5,5,,,0,3,209,412,1987,Philippines,Government of Philippines,154,,"Military faction (forces of Honasan, Abenina & Zumel)",170,,2,,1,3,1/27/87,1,8/29/87,2,840,3
41202,2,3,2,0,,,,,,1,3,209,412,1989,Philippines,Government of Philippines,154,,"Military faction (forces of Honasan, Abenina & Zumel)",170,,2,,1,3,1/27/87,1,12/2/89,1,840,3
41202,2,3,2,1,12/31/90,5,5,,10/13/95,0,3,209,412,1990,Philippines,Government of Philippines,154,,"Military faction (forces of Honasan, Abenina & Zumel)",170,,2,,1,3,1/27/87,1,12/2/89,1,840,3
41301,1,3,1,0,,,,,,0,3,210,413,1946,Russia (Soviet Union),Government of Russia (Soviet Union),57,,Forest Brothers,171,,1,Estonia,1,3,12/31/44,6,12/31/46,5,365,1
41301,1,3,1,0,,,,,,0,3,210,413,1947,Russia (Soviet Union),Government of Russia (Soviet Union),57,,Forest Brothers,171,,1,Estonia,1,3,12/31/44,6,12/31/46,5,365,1
41301,1,3,1,1,12/31/48,5,5,,,0,3,210,413,1948,Russia (Soviet Union),Government of Russia (Soviet Union),57,,Forest Brothers,171,,1,Estonia,1,3,12/31/44,6,12/31/46,5,365,1
41401,1,3,2,1,12/31/46,5,5,,,0,3,211,414,1946,Russia (Soviet Union),Government of Russia (Soviet Union),57,,LNPA,172,,1,Latvia,1,3,12/31/45,5,12/31/46,5,365,1
41501,1,3,2,1,12/31/46,5,5,,,0,3,211,415,1946,Russia (Soviet Union),Government of Russia (Soviet Union),57,,LTS(p)A,173,,1,Latvia,1,3,12/31/45,5,12/31/46,5,365,1
41601,1,3,1,0,,,,,,0,3,212,416,1946,Russia (Soviet Union),Government of Russia (Soviet Union),57,,BDPS,174,,1,Lithuania,2,3,6/30/46,4,6/30/46,4,365,1
41601,1,3,1,0,,,,,,0,3,212,416,1947,Russia (Soviet Union),Government of Russia (Soviet Union),57,,BDPS,174,,1,Lithuania,2,3,6/30/46,4,6/30/46,4,365,1
41601,1,3,1,1,12/31/48,5,5,,,0,3,212,416,1948,Russia (Soviet Union),Government of Russia (Soviet Union),57,,BDPS,174,,1,Lithuania,1,3,6/30/46,4,6/30/46,4,365,1
41701,1,3,1,0,,,,,,0,3,213,417,1946,Russia (Soviet Union),Government of Russia (Soviet Union),57,,UPA,175,,1,Ukraine,2,3,12/31/41,5,12/31/46,5,365,1
41701,1,3,1,0,,,,,,0,3,213,417,1947,Russia (Soviet Union),Government of Russia (Soviet Union),57,,UPA,175,,1,Ukraine,2,3,12/31/41,5,12/31/46,5,365,1
41701,1,3,1,0,,,,,,0,3,213,417,1948,Russia (Soviet Union),Government of Russia (Soviet Union),57,,UPA,175,,1,Ukraine,2,3,12/31/41,5,12/31/46,5,365,1
41701,1,3,1,0,,,,,,0,3,213,417,1949,Russia (Soviet Union),Government of Russia (Soviet Union),57,,UPA,175,,1,Ukraine,1,3,12/31/41,5,12/31/46,5,365,1
41701,1,3,1,1,12/31/50,5,5,,,0,3,213,417,1950,Russia (Soviet Union),Government of Russia (Soviet Union),57,,UPA,175,,1,Ukraine,1,3,12/31/41,5,12/31/46,5,365,1
41801,1,2,1,1,11/17/46,1,1,,11/17/46,0,3,214,418,1946,"France, Thailand",Government of France,33,,Government of Thailand,147,,1,Northern Cambodia,1,2,5/7/46,1,5/7/46,1,"220, 800","1, 3"
41901,1,2,1,1,12/31/46,5,5,,4/9/49,0,3,215,419,1946,"Albania, United Kingdom",Government of Albania,45,,Government of United Kingdom,28,,1,Korfu Channel,1,2,10/22/46,1,10/22/46,1,"200, 339",1
42001,1,1,1,0,,,,,,0,3,216,420,1946,Vietnam (North Vietnam),Government of France,33,,Viet minh,176,,1,Vietnam,2,1,11/20/46,1,11/20/46,1,816,3
42001,1,1,1,0,,,,,,0,3,216,420,1947,Vietnam (North Vietnam),Government of France,33,,Viet minh,176,,1,Vietnam,2,1,11/20/46,1,11/20/46,1,816,3
42001,1,1,1,0,,,,,,0,3,216,420,1948,Vietnam (North Vietnam),Government of France,33,,Viet minh,176,,1,Vietnam,2,1,11/20/46,1,11/20/46,1,816,3
42001,1,1,1,0,,,,,,0,3,216,420,1949,Vietnam (North Vietnam),Government of France,33,,Viet minh,176,,1,Vietnam,2,1,11/20/46,1,11/20/46,1,816,3
42001,1,1,1,0,,,,,,0,3,216,420,1950,Vietnam (North Vietnam),Government of France,33,,Viet minh,176,,1,Vietnam,2,1,11/20/46,1,11/20/46,1,816,3
42001,1,1,1,0,,,,,,0,3,216,420,1951,Vietnam (North Vietnam),Government of France,33,,Viet minh,176,,1,Vietnam,2,1,11/20/46,1,11/20/46,1,816,3
42001,1,1,1,0,,,,,,0,3,216,420,1952,Vietnam (North Vietnam),Government of France,33,,Viet minh,176,,1,Vietnam,2,1,11/20/46,1,11/20/46,1,816,3
42001,1,1,1,0,,,,,,0,3,216,420,1953,Vietnam (North Vietnam),Government of France,33,,Viet minh,176,,1,Vietnam,2,1,11/20/46,1,11/20/46,1,816,3
42001,1,1,1,1,7/20/54,1,1,,7/21/54,0,3,216,420,1954,Vietnam (North Vietnam),Government of France,33,,Viet minh,176,,1,Vietnam,2,1,11/20/46,1,11/20/46,1,816,3
42101,1,3,1,1,3/24/47,1,3,,,0,3,217,421,1947,China,Government of China,135,,Taiwanese insurgents,177,,1,Taiwan,2,3,2/28/47,1,2/28/47,1,710,3
42201,1,2,1,1,12/31/48,1,2,1/5/49,,0,3,218,422,1948,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,2,2,12/31/48,5,12/31/48,5,"750, 770",3
42202,2,2,1,0,,,,,,1,3,218,422,1964,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,1,2,12/31/48,5,12/31/64,5,"750, 770",3
42202,2,2,1,1,12/15/65,1,1,9/23/65,1/10/66,0,3,218,422,1965,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,2,2,12/31/48,5,12/31/64,5,"750, 770",3
42203,3,2,1,1,12/17/71,3,1,12/17/71,7/2/72,1,3,218,422,1971,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,2,2,12/31/48,5,12/3/71,1,"750, 770",3
42204,4,2,1,1,12/31/84,5,5,,,1,3,218,422,1984,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,1,2,12/31/48,5,12/31/84,5,"750, 770",3
42205,5,2,1,1,12/31/87,5,5,,,1,3,218,422,1987,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,1,2,12/31/48,5,12/31/87,5,"750, 770",3
42206,6,2,1,0,,,,,,1,3,218,422,1989,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,1,2,12/31/48,5,12/31/89,5,"750, 770",3
42206,6,2,1,0,,,,,,0,3,218,422,1990,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,1,2,12/31/48,5,12/31/89,5,"750, 770",3
42206,6,2,1,0,,,,,,0,3,218,422,1991,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,1,2,12/31/48,5,12/31/89,5,"750, 770",3
42206,6,2,1,1,12/31/92,5,5,,,0,3,218,422,1992,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,1,2,12/31/48,5,12/31/89,5,"750, 770",3
42207,7,2,1,1,11/28/94,2,5,,,1,3,218,422,1994,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,1,2,12/31/48,5,6/28/94,5,"750, 770",3
42208,8,2,1,0,,,,,,1,3,218,422,1996,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,1,2,12/31/48,5,12/31/96,5,"750, 770",3
42208,8,2,1,0,,,,,,0,3,218,422,1997,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,1,2,12/31/48,5,12/31/96,5,"750, 770",3
42208,8,2,1,0,,,,,,0,3,218,422,1998,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,1,2,12/31/48,5,12/31/96,5,"750, 770",3
42208,8,2,1,0,,,,,,0,3,218,422,1999,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,1,2,12/31/48,5,12/31/96,5,"750, 770",3
42208,8,2,1,0,,,,,,0,3,218,422,2000,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,1,2,12/31/48,5,12/31/96,5,"750, 770",3
42208,8,2,1,0,,,,,,0,3,218,422,2001,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,1,2,12/31/48,5,12/31/96,5,"750, 770",3
42208,8,2,1,0,,,,,,0,3,218,422,2002,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,1,2,12/31/48,5,12/31/96,5,"750, 770",3
42208,8,2,1,1,11/26/03,1,2,11/25/03,,0,3,218,422,2003,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,1,2,12/31/48,5,12/31/96,5,"750, 770",3
